장르	작가	편수
소설	白大鎭	13
소설	海夢生	13
소설	挹淸生	10
소설	李光洙	9
소설	李一	8
소설	信天翁	6
소설	梁建植	5
소설	韓炳淳	4
소설	朴達成	3
소설	權相老	3
수필	吳知泳	62
수필	金鳳國	28
수필	李學根	22
수필	旡極子	17
수필	천연자	16
수필	李鍾一	15
수필	蘇來元	15
수필	李鳳崗	15
수필	洪淳悳	15
수필	㳉堂生	14
시	金億	30
시	李光洙	15
시	海夢生	11
시	崔永澤	6
시	崔南善	5
시	李一	3
시	흰기린	3
시	黄錫禹	3
시	鄭龍謨	3
시	玄相允	3
평론	CWY	9
평론	金億	9
평론	李光洙	5
평론	白大鎭	4
평론	玄相允	3
평론	尹致昊	2
평론	崔南善	2
평론	金昶濟	2
평론	金殷相	2
평론	求新生	2
희곡	尹敎重	1
희곡	朴東完	1
희곡	邊鳳現	1
희곡	韓錫源	1
희곡	피피생	1
