잡지	편수	비율
총 잡지 수	14	-
소년	145	0.5776892430278885
대한학회월보	31	0.12350597609561753
서우	20	0.0796812749003984
조양보	17	0.06772908366533864
장학보	14	0.055776892430278883
야뢰	5	0.0199203187250996
서북학회월보	4	0.01593625498007968
녀자지남	4	0.01593625498007968
낙동친목학회학보	4	0.01593625498007968
동인학보	2	0.00796812749003984
대도	2	0.00796812749003984
자선부인회잡지	1	0.00398406374501992
가정잡지(1906)	1	0.00398406374501992
대한자강회월보	1	0.00398406374501992
