작가	편수	비율
총 작가 수	1924	-
金億	70	0.01186842997626314
朴泰遠	62	0.010512037978975925
蔡萬植	55	0.00932519498134961
申鼎言	54	0.009155645981688708
金東煥	48	0.008138351983723296
李光洙	47	0.007968802984062395
李泰俊	46	0.007799253984401492
李箕永	46	0.007799253984401492
李軒求	43	0.007290606985418786
鄭人澤	42	0.007121057985757884
朴魯甲	41	0.006951508986096982
朴鍾和	41	0.006951508986096982
金南天	40	0.00678195998643608
金玄松	38	0.006442861987114276
金東仁	37	0.006273312987453374
崔貞熙	36	0.006103763987792472
金光燮	35	0.00593421498813157
鄭瑞竹	34	0.005764665988470668
朱耀翰	34	0.005764665988470668
尹石重	34	0.005764665988470668
적성	33	0.005595116988809766
安懷南	33	0.005595116988809766
李顯奉	32	0.0054255679891488644
盧天命	32	0.0054255679891488644
毛允淑	31	0.005256018989487962
林和	30	0.00508646998982706
金敎臣	30	0.00508646998982706
朴啓周	30	0.00508646998982706
桂鎔默	29	0.004916920990166158
李石薰	29	0.004916920990166158
金永壽	27	0.004577822990844354
李孝石	27	0.004577822990844354
兪鎭午	27	0.004577822990844354
林耕一	26	0.004408273991183452
尹昇漢	26	0.004408273991183452
崔載瑞	25	0.00423872499152255
木春山人	25	0.00423872499152255
靑頭巾	24	0.004069175991861648
尹崑崗	24	0.004069175991861648
鄭芝溶	23	0.003899626992200746
趙聖祉	23	0.003899626992200746
咸大勲	23	0.003899626992200746
徐廷柱	23	0.003899626992200746
李秉岐	22	0.003730077992539844
金天	22	0.003730077992539844
永宗	21	0.003560528992878942
李陸史	21	0.003560528992878942
尹圭涉	21	0.003560528992878942
李昌洙	21	0.003560528992878942
鄭寅燮	20	0.00339097999321804
車相瓚	20	0.00339097999321804
嚴興燮	19	0.003221430993557138
尹永春	18	0.003051881993896236
朴勝極	18	0.003051881993896236
庾秋崗	18	0.003051881993896236
李源朝	18	0.003051881993896236
林白山	18	0.003051881993896236
李燦	18	0.003051881993896236
金起林	18	0.003051881993896236
崔永秀	18	0.003051881993896236
林仁洙	18	0.003051881993896236
柳致環	18	0.003051881993896236
李無影	18	0.003051881993896236
金庠基	17	0.002882332994235334
張德祚	17	0.002882332994235334
印貞植	17	0.002882332994235334
洪曉民	17	0.002882332994235334
韓雪野	16	0.0027127839945744322
金來成	16	0.0027127839945744322
柳光烈	16	0.0027127839945744322
金東里	16	0.0027127839945744322
全世源	16	0.0027127839945744322
金炯瑢	16	0.0027127839945744322
吳章煥	15	0.00254323499491353
桂貞植	15	0.00254323499491353
權景完	15	0.00254323499491353
石仁海	15	0.00254323499491353
金正革	15	0.00254323499491353
白石	15	0.00254323499491353
林學洙	15	0.00254323499491353
辛夕汀	14	0.002373685995252628
洪以燮	14	0.002373685995252628
柳子厚	14	0.002373685995252628
朴淵禧	14	0.002373685995252628
張萬榮	14	0.002373685995252628
朴木月	14	0.002373685995252628
仁旺居士	13	0.002204136995591726
趙容萬	13	0.002204136995591726
鄭萬石	13	0.002204136995591726
方仁根	13	0.002204136995591726
張東根	13	0.002204136995591726
金光均	13	0.002204136995591726
朴英鎬	13	0.002204136995591726
牛山學人	13	0.002204136995591726
白鐵	13	0.002204136995591726
卞榮魯	13	0.002204136995591726
咸世德	12	0.002034587995930824
鄭炳鎬	12	0.002034587995930824
鬼嵐道士	12	0.002034587995930824
洪淳萬	12	0.002034587995930824
異河潤	12	0.002034587995930824
尹童向	12	0.002034587995930824
吉鎭燮	12	0.002034587995930824
安夕影	12	0.002034587995930824
李石薫	12	0.002034587995930824
李庸岳	12	0.002034587995930824
金史良	12	0.002034587995930824
趙敬姬	11	0.001865038996269922
張赫宙	11	0.001865038996269922
朱永涉	11	0.001865038996269922
黃抱明	11	0.001865038996269922
崔木朗	10	0.00169548999660902
趙一齊	10	0.00169548999660902
金奎澤	10	0.00169548999660902
金晟鎭	10	0.00169548999660902
李壽永	10	0.00169548999660902
高裕燮	10	0.00169548999660902
崔明翊	10	0.00169548999660902
南大祐	10	0.00169548999660902
朱璇欽	10	0.00169548999660902
韓晶東	10	0.00169548999660902
金復鎭	10	0.00169548999660902
吳知泳	10	0.00169548999660902
金鍾漢	9	0.001525940996948118
崔秉和	9	0.001525940996948118
金炳國	9	0.001525940996948118
美浪島	9	0.001525940996948118
柳致眞	9	0.001525940996948118
鬼嵐道士	9	0.001525940996948118
李元壽	9	0.001525940996948118
金英一	9	0.001525940996948118
鄭玄雄	9	0.001525940996948118
湘湖老人	9	0.001525940996948118
金煥泰	9	0.001525940996948118
李周洪	9	0.001525940996948118
金管	9	0.001525940996948118
盧子泳	9	0.001525940996948118
李海寬	9	0.001525940996948118
高元燮	9	0.001525940996948118
曹南嶺	9	0.001525940996948118
崔汝成	9	0.001525940996948118
柳葉	9	0.001525940996948118
李善熙	9	0.001525940996948118
高凰京	9	0.001525940996948118
咸尙勳	9	0.001525940996948118
李輔相	8	0.0013563919972872161
千里石	8	0.0013563919972872161
金森茂原	8	0.0013563919972872161
朴英熙	8	0.0013563919972872161
李根榮	8	0.0013563919972872161
張龍瑞	8	0.0013563919972872161
玄卿駿	8	0.0013563919972872161
金達鎭	8	0.0013563919972872161
安岩莊主人	8	0.0013563919972872161
安含光	8	0.0013563919972872161
金鎭壽	8	0.0013563919972872161
趙芝薰	8	0.0013563919972872161
金尙鎔	8	0.0013563919972872161
金善夫	8	0.0013563919972872161
張鳳顔	8	0.0013563919972872161
李朝	8	0.0013563919972872161
李秉珏	8	0.0013563919972872161
金廷漢	8	0.0013563919972872161
李在郁	8	0.0013563919972872161
李允善	8	0.0013563919972872161
烽火峴人	8	0.0013563919972872161
任敬日	8	0.0013563919972872161
朴基采	8	0.0013563919972872161
洪承耉	8	0.0013563919972872161
趙潤濟	7	0.001186842997626314
金允植	7	0.001186842997626314
趙成雲	7	0.001186842997626314
李丙燾	7	0.001186842997626314
李敦化	7	0.001186842997626314
林玉仁	7	0.001186842997626314
沈亨弼	7	0.001186842997626314
申石艸	7	0.001186842997626314
崔暎海	7	0.001186842997626314
林洙	7	0.001186842997626314
禹泰喜	7	0.001186842997626314
尹泰雄	7	0.001186842997626314
徐斗銖	7	0.001186842997626314
任東爀	7	0.001186842997626314
尹鍾厚	7	0.001186842997626314
方鍾鉉	7	0.001186842997626314
錦城	7	0.001186842997626314
宋昌一	7	0.001186842997626314
徐光霽	7	0.001186842997626314
馬鳴	7	0.001186842997626314
吳禎民	7	0.001186842997626314
梁柱東	7	0.001186842997626314
金永錫	7	0.001186842997626314
李一	7	0.001186842997626314
李在暎	7	0.001186842997626314
雲山薰	7	0.001186842997626314
李海文	6	0.001017293997965412
張祥鳳	6	0.001017293997965412
湖湖老人	6	0.001017293997965412
吳祥根	6	0.001017293997965412
韓黑鷗	6	0.001017293997965412
朴南秀	6	0.001017293997965412
任元鎬	6	0.001017293997965412
玄鎭健	6	0.001017293997965412
崔南善	6	0.001017293997965412
趙宇植	6	0.001017293997965412
李相協	6	0.001017293997965412
朴仁德	6	0.001017293997965412
李世保	6	0.001017293997965412
南泰星	6	0.001017293997965412
金煥基	6	0.001017293997965412
金素英	6	0.001017293997965412
安昌燁	6	0.001017293997965412
金順敬	6	0.001017293997965412
朴斗鎭	6	0.001017293997965412
池河連	6	0.001017293997965412
蔡廷根	6	0.001017293997965412
多夕齊	6	0.001017293997965412
崔鉉培	6	0.001017293997965412
李東珪	6	0.001017293997965412
李敭河	6	0.001017293997965412
高永煥	6	0.001017293997965412
尹世重	6	0.001017293997965412
梁記者	6	0.001017293997965412
任西河	6	0.001017293997965412
任英彬	6	0.001017293997965412
高峰旅客	6	0.001017293997965412
紙魚生	5	0.00084774499830451
池京順	5	0.00084774499830451
金東錫	5	0.00084774499830451
趙宗玄	5	0.00084774499830451
趙豊衍	5	0.00084774499830451
金聖七	5	0.00084774499830451
＊生	5	0.00084774499830451
孫初岳	5	0.00084774499830451
趙靈出	5	0.00084774499830451
金蕙園	5	0.00084774499830451
韓稚振	5	0.00084774499830451
韓植	5	0.00084774499830451
丘鍾鉉	5	0.00084774499830451
盧良根	5	0.00084774499830451
隱野	5	0.00084774499830451
金晉燮	5	0.00084774499830451
尹福鎭	5	0.00084774499830451
桂英哲	5	0.00084774499830451
韓野	5	0.00084774499830451
盤龍學人	5	0.00084774499830451
文仁柱	5	0.00084774499830451
裵豊	5	0.00084774499830451
柳白	5	0.00084774499830451
洪起文	5	0.00084774499830451
朴景嬉	5	0.00084774499830451
