잡지	편수	비율
총 잡지 수	15	-
천도교회월보	298	0.4054421768707483
소년	100	0.1360544217687075
신문계	93	0.12653061224489795
아이들보이	86	0.11700680272108843
청춘	38	0.05170068027210884
조선불교월보	32	0.04353741496598639
세텬사의 긔별	25	0.034013605442176874
시천교월보	13	0.017687074829931974
우리의 가뎡	13	0.017687074829931974
대도	12	0.0163265306122449
상공월보	11	0.014965986394557823
신문세계	8	0.010884353741496598
지기금지	3	0.004081632653061225
붉은져고리	2	0.0027210884353741495
구악종보	1	0.0013605442176870747
