장르	작가	편수
소설	崔讚植	19
소설	雲山頭陀	6
소설	玉泉子	6
소설	鳳凰山人	4
소설	李光洙	4
소설	太虛子	3
소설	無心道人	3
소설	南史居士	2
소설	玄相允	2
소설	然然子	2
수필	吳知泳	40
수필	李鍾一	18
수필	中皐散人	16
수필	尹衡三	14
수필	崔南善	11
수필	金天一	8
수필	李弼右	7
수필	尹仁權	7
수필	海東山人	6
수필	李敦化	6
시	崔南善	13
시	無心道人	11
시	紫霞山人	10
시	惺庵生	6
시	天嘯子	4
시	北溪隱士	4
시	이대위	3
시	돌매	3
시	鄭烈模	3
시	天嘯者	3
평론	李光洙	4
평론	H.S.K	4
평론	崔南善	3
평론	尹生	2
평론	L生	2
평론	朴殷植	2
평론	洪命假	2
평론	168	1
평론	204	1
평론	158	1
